🔍 Starting detailed monitoring of NimbleEdgeAssistant...
An error was encountered processing the command (domain=NSPOSIXErrorDomain, code=2):
The operation couldn’t be completed. No such file or directory
No such file or directory
📱 App Process ID: 
⏰ Started at: Fri Aug  1 14:19:09 IST 2025
2025-08-01 14:19:50.286564+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:High Disk Writes Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"-[NSFileManager createDirectoryAtURL:withIntermediateDirectories:attributes:error:] is performing excessive I/O which will reduce the health of storage devices.","antipattern trigger":"-[NSFileManager createDirectoryAtURL:withIntermediateDirectories:attributes:error:]","message type":"suppressable","issue type":2,"category type":17,"subcategory type":8192,"show in console":"0"}'BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 98 17 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 E8 68 26 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 78 06 02 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 88 E9 03 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 28 FC 03 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 BC 32 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 34 2F 01 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 48 2D 09 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 54 D7 08 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 98 CB 08 00 A7 4F 51 A4 6C CE 30 B3 A5 91 5B E1 9C 8A F7 40 00 2D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 B8 EB E5 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 84 2F E6 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 6C A6 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 A0 A3 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 C4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:50.291046+0530  localhost NimbleEdgeAssistant[58564]: (PrototypeTools) [PrototypeTools:domain] Not observing PTDefaults on customer install.
2025-08-01 14:19:50.297651+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68f039, Description: Activity for state dumps
2025-08-01 14:19:50.297646+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:High Disk Writes Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"-[NSFileManager createDirectoryAtPath:withIntermediateDirectories:attributes:error:] is performing excessive I/O which will reduce the health of storage devices.","antipattern trigger":"-[NSFileManager createDirectoryAtPath:withIntermediateDirectories:attributes:error:]","message type":"suppressable","issue type":2,"category type":17,"subcategory type":8192,"show in console":"0"}'7B 66 98 7F 22 55 39 00 B2 B0 CD 30 42 44 29 81 68 87 34 00 7B 66 98 7F 22 55 39 00 B2 B0 CD 30 42 44 29 81 00 27 34 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 98 17 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 E8 68 26 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 78 06 02 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 88 E9 03 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 28 FC 03 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 BC 32 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 34 2F 01 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 48 2D 09 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 54 D7 08 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 98 CB 08 00 A7 4F 51 A4 6C CE 30 B3 A5 91 5B E1 9C 8A F7 40 00 2D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 B8 EB E5 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 84 2F E6 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 6C A6 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 A0 A3 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 C4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:50.301123+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68f03a, Description: Activity for state dumps
2025-08-01 14:19:50.301117+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:Hang Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause hangs.","antipattern trigger":"-[NSBundle bundleIdentifier]","message type":"suppressable","issue type":1,"category type":17,"subcategory type":3,"show in console":"0"}'BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 38 71 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 04 75 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 B4 36 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 FC 5E 24 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 64 6B 26 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 78 06 02 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 88 E9 03 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 28 FC 03 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 BC 32 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 34 2F 01 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 48 2D 09 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 54 D7 08 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 98 CB 08 00 A7 4F 51 A4 6C CE 30 B3 A5 91 5B E1 9C 8A F7 40 00 2D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 B8 EB E5 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 84 2F E6 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 6C A6 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 A0 A3 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 C4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:50.304427+0530  localhost NimbleEdgeAssistant[58564]: (libsystem_trace.dylib) Created Activity ID: 0x68f03b, Description: Activity for state dumps
2025-08-01 14:19:50.304423+0530  localhost NimbleEdgeAssistant[58564]: (libRPAC.dylib) [com.apple.runtime-issues:Slow Launch Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause slow launches.","antipattern trigger":"-[NSBundle bundleIdentifier]","message type":"suppressable","issue type":4,"category type":17,"subcategory type":3,"show in console":"0"}'BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 38 71 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 04 75 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 B4 36 25 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 FC 5E 24 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 64 6B 26 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 78 06 02 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 88 E9 03 00 FB 70 87 D5 C0 ED 38 4D B6 3A C4 1E 70 D0 08 F0 28 FC 03 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 BC 32 01 00 4C 03 83 BC BE BA 3A 34 AB D3 AC 10 21 F9 69 04 34 2F 01 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 48 2D 09 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 54 D7 08 00 16 31 B8 D4 4C 02 35 C3 83 72 30 DB CE 4C 86 A9 98 CB 08 00 A7 4F 51 A4 6C CE 30 B3 A5 91 5B E1 9C 8A F7 40 00 2D 00 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 B8 EB E5 00 B8 84 82 3E A2 D6 35 D0 B8 24 1F 81 2A 7D 7B C1 84 2F E6 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 6C A6 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 A0 A3 85 00 52 36 87 D3 3C 5D 35 3C A7 1A 3E 83 F3 3D F3 F0 C4 5D 5E 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 A4 33 02 00 BD 45 D2 A4 BE 2F 37 93 BC 31 4A EB AF D0 80 01 50 34 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:19:51.051522+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.KeyboardArbiter:Client] TX focusApplication (peekAppEvent) stealKB:Y scene:ai.delite.NimbleEdgeAssistant-default
2025-08-01 14:19:51.051880+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:51.051956+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:51.052003+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:51.054819+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) Created Activity ID: 0x68f03c, Description: send gesture actions
2025-08-01 14:19:51.065533+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) Created Activity ID: 0x68f03d, Description: send gesture actions
2025-08-01 14:19:51.069148+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:51.069217+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:51.069245+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:51.069453+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) Created Activity ID: 0x68f03e, Description: send gesture actions
2025-08-01 14:19:51.069490+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) Created Activity ID: 0x68f03f, Description: send gesture actions
2025-08-01 14:19:51.119157+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 1
2025-08-01 14:19:51.135853+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:51.135954+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:51.136004+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:51.136287+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) Created Activity ID: 0x68f150, Description: send gesture actions
2025-08-01 14:19:51.136371+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) Created Activity ID: 0x68f151, Description: send gesture actions
2025-08-01 14:19:51.147424+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:Orientation] <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A) Scene updated orientation preferences: ( Pu Ll Lr ) -> ( Pu )
2025-08-01 14:19:51.177982+0530  localhost NimbleEdgeAssistant[58564]: (CallKit) [com.apple.calls.callkit:Default] Call host has no calls
2025-08-01 14:19:51.703598+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:Orientation] <UIWindowScene: 0x105308650> (9910A2A3-10AA-4FB3-BE4A-706B2BCD407A) Scene updated orientation preferences: ( Pu ) -> ( Pu Ll Lr )
2025-08-01 14:19:52.338210+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.KeyboardArbiter:Client] TX focusApplication (peekAppEvent) stealKB:Y scene:ai.delite.NimbleEdgeAssistant-default
2025-08-01 14:19:52.338376+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:52.338430+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:52.338525+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:52.402410+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 1
2025-08-01 14:19:52.435896+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:52.436044+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:52.436099+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:54.951869+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.KeyboardArbiter:Client] TX focusApplication (peekAppEvent) stealKB:Y scene:ai.delite.NimbleEdgeAssistant-default
2025-08-01 14:19:54.952037+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:54.952066+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:54.952089+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:54.953053+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:54.953082+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:54.953111+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:54.953285+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 1
2025-08-01 14:19:54.953381+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b24000; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2025-08-01 14:19:54.953405+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2025-08-01 14:19:54.953426+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <UIWindow: 0x10560ce70>; contextId: 0xC910D610
2025-08-01 14:19:54.955007+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:KeyboardUI] -[_UIKeyboardStateManager initWithPresentationDelegateView:forCustomInputView:] UIDevice.currentDevice._hardwareKeyboardAvailable = YES
2025-08-01 14:19:54.955294+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] Activating connection to server: (null)
2025-08-01 14:19:54.955399+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] server remote target <BSXPCServiceConnectionProxy<BKSKeyboardServiceClientToServerIPC>: 0x60000294d570>
2025-08-01 14:19:54.955431+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:19:54.955647+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x6000002aab80> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:54.955687+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:19:54.955788+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x6000002aab80> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:54.957818+0530  localhost NimbleEdgeAssistant[58564]: (libxpc.dylib) [com.apple.xpc:connection] [0x105c19d80] activating connection: mach=true listener=false peer=false name=com.apple.TextInput
2025-08-01 14:19:54.957902+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:19:54.958031+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x600000287fa0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:54.958058+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:19:54.958142+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x600000287fa0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:54.958247+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:19:54.958412+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x600000271e40> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:54.958439+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:19:54.958518+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x600000271e40> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:54.959848+0530  localhost NimbleEdgeAssistant[58564]: (UIKitCore) [com.apple.UIKit:HardwareKeyboard] -[UIApplication GSKeyboardForHWLayout:senderID:forceRebuild:createIfNeeded:], New hardware layout is created with US layout and 0 standardType.
2025-08-01 14:19:54.959954+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:19:54.960069+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x600000271e60> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:54.960127+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:19:54.960205+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x600000271e60> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:55.005900+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:19:55.006263+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x6000002b03c0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:55.006308+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:19:55.006412+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
"<BKSHIDKeyboardDevice: 0x6000002b03c0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:55.008539+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: YES
2025-08-01 14:19:55.008680+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] connected: (
"<BKSHIDKeyboardDevice: 0x6000002b10c0> {n    senderID: 0xACEFADE00000003;n    transport: <nil>;n    language: <nil>;n    layout: US;n    countryCode: 0;n    standardType: 4294967295;n    subinterfaceID: 0;n    capsLockKeyHasLanguageSwitchLabel: NO;n    globeKeyLabelHasGlobeSymbol: NO;n}"
)
2025-08-01 14:19:55.008709+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] currently observing: NO
2025-08-01 14:19:55.008788+0530  localhost NimbleEdgeAssistant[58564]: (BackBoardServices) [com.apple.BackBoard:Keyboard] disconnected: (
